persona_idno,persona_x_lugares_id,documento_idno,lugar_id,situacion_lugar,ordinal
mx-sv-per-002905,4388,mx-sv-doc-001261,112,Vecindad,1
mx-sv-per-003663,4386,mx-sv-doc-001262,146,,1
mx-sv-per-003664,4389,mx-sv-doc-001263,146,,1
mx-sv-per-003665,4391,mx-sv-doc-001264,86,,-1
mx-sv-per-003665,4392,mx-sv-doc-001264,86,,1
mx-sv-per-003667,4393,mx-sv-doc-001264,86,Vecindad,1
mx-sv-per-003668,4393,mx-sv-doc-001264,86,Vecindad,1
mx-sv-per-003666,4390,mx-sv-doc-001265,146,,1
mx-sv-per-003669,4394,mx-sv-doc-001266,146,,1
mx-sv-per-003670,4395,mx-sv-doc-001267,86,,-1
mx-sv-per-003670,4397,mx-sv-doc-001267,111,,1
mx-sv-per-002846,4398,mx-sv-doc-001267,86,,1
mx-sv-per-003450,4400,mx-sv-doc-001267,111,Vecindad,1
mx-sv-per-003671,4396,mx-sv-doc-001268,146,,1
mx-sv-per-003672,4399,mx-sv-doc-001269,146,,1
mx-sv-per-003673,4401,mx-sv-doc-001270,146,,1
mx-sv-per-003674,4402,mx-sv-doc-001271,146,,1
mx-sv-per-003675,4403,mx-sv-doc-001272,146,,1
mx-sv-per-003676,4404,mx-sv-doc-001273,146,,1
mx-sv-per-003677,4405,mx-sv-doc-001274,3,,-1
mx-sv-per-003678,4405,mx-sv-doc-001274,3,,-1
mx-sv-per-003677,4406,mx-sv-doc-001274,3,,1
mx-sv-per-003678,4406,mx-sv-doc-001274,3,,1
mx-sv-per-003679,4407,mx-sv-doc-001274,3,Vecindad,1
mx-sv-per-000657,4408,mx-sv-doc-001274,3,,1
mx-sv-per-000887,4409,mx-sv-doc-001274,3,Vecindad,1
mx-sv-per-003680,4410,mx-sv-doc-001275,3,,-1
mx-sv-per-003680,4411,mx-sv-doc-001275,3,,1
mx-sv-per-003642,4412,mx-sv-doc-001275,3,Vecindad,1
mx-sv-per-000777,4413,mx-sv-doc-001275,3,Vecindad,1
mx-sv-per-003643,4414,mx-sv-doc-001275,3,,1
mx-sv-per-003681,4415,mx-sv-doc-001276,248,,-1
mx-sv-per-003681,4416,mx-sv-doc-001276,3,,1
mx-sv-per-003682,4417,mx-sv-doc-001276,3,Residencia,1
mx-sv-per-003683,4418,mx-sv-doc-001276,22,Vecindad,1
mx-sv-per-003684,4419,mx-sv-doc-001276,249,Vecindad,1
mx-sv-per-003686,4420,mx-sv-doc-001277,3,,-1
mx-sv-per-003686,4421,mx-sv-doc-001277,3,,1
mx-sv-per-003367,4422,mx-sv-doc-001277,3,Vecindad,1
mx-sv-per-003687,4423,mx-sv-doc-001277,3,Residencia,1
mx-sv-per-003688,4424,mx-sv-doc-001278,146,,-1
mx-sv-per-003688,4425,mx-sv-doc-001278,3,,1
mx-sv-per-003689,4426,mx-sv-doc-001278,86,,1
mx-sv-per-003624,4427,mx-sv-doc-001278,3,Vecindad,1
mx-sv-per-003691,4428,mx-sv-doc-001278,146,Vecindad,1
mx-sv-per-003692,4429,mx-sv-doc-001279,86,,-1
mx-sv-per-003692,4430,mx-sv-doc-001279,123,,1
mx-sv-per-003693,4431,mx-sv-doc-001279,86,,1
mx-sv-per-003694,4432,mx-sv-doc-001279,86,Vecindad,1
mx-sv-per-003695,4433,mx-sv-doc-001280,86,,-1
mx-sv-per-003695,4434,mx-sv-doc-001280,86,,1
mx-sv-per-003522,4435,mx-sv-doc-001280,86,Vecindad,1
mx-sv-per-003697,4437,mx-sv-doc-001280,86,,1
mx-sv-per-003698,4438,mx-sv-doc-001280,86,Residente,1
mx-sv-per-003696,4436,mx-sv-doc-001281,146,,1
mx-sv-per-003699,4439,mx-sv-doc-001282,146,,1
mx-sv-per-003700,4440,mx-sv-doc-001283,146,,1
mx-sv-per-003701,4441,mx-sv-doc-001284,86,,-1
mx-sv-per-003702,4441,mx-sv-doc-001284,86,,-1
mx-sv-per-003703,4441,mx-sv-doc-001284,86,,-1
mx-sv-per-003701,4443,mx-sv-doc-001284,86,,1
mx-sv-per-003702,4443,mx-sv-doc-001284,86,,1
mx-sv-per-003703,4443,mx-sv-doc-001284,86,,1
mx-sv-per-002944,4445,mx-sv-doc-001284,86,Vecindad,1
mx-sv-per-003705,4445,mx-sv-doc-001284,86,Vecindad,1
mx-sv-per-003704,4442,mx-sv-doc-001285,27,lugar anterior 1,-1
mx-sv-per-003704,4444,mx-sv-doc-001285,146,,1
mx-sv-per-003706,4446,mx-sv-doc-001286,146,,1
mx-sv-per-003707,4447,mx-sv-doc-001287,86,,-1
mx-sv-per-003707,4448,mx-sv-doc-001287,251,,1
mx-sv-per-003563,4449,mx-sv-doc-001287,86,Vecindad,1
mx-sv-per-003709,4449,mx-sv-doc-001287,86,Vecindad,1
mx-sv-per-003711,4451,mx-sv-doc-001287,251,Vecindad,1
mx-sv-per-003710,4450,mx-sv-doc-001289,146,,1
mx-sv-per-003712,4452,mx-sv-doc-001290,86,,-1
mx-sv-per-003712,4453,mx-sv-doc-001290,120,,1
mx-sv-per-002944,4454,mx-sv-doc-001290,86,Vecindad,1
mx-sv-per-003713,4455,mx-sv-doc-001290,120,,1
mx-sv-per-003714,4456,mx-sv-doc-001291,146,,1
mx-sv-per-003715,4457,mx-sv-doc-001292,146,,1
mx-sv-per-003716,4458,mx-sv-doc-001293,86,,-1
mx-sv-per-003716,4460,mx-sv-doc-001293,86,,1
mx-sv-per-003720,4462,mx-sv-doc-001293,86,Vecindad,1
mx-sv-per-002625,4462,mx-sv-doc-001293,86,Vecindad,1
mx-sv-per-003719,4462,mx-sv-doc-001293,86,Vecindad,1
mx-sv-per-003717,4459,mx-sv-doc-001294,146,,1
mx-sv-per-003718,4461,mx-sv-doc-001295,146,,1
mx-sv-per-003721,4463,mx-sv-doc-001296,146,,1
mx-sv-per-003722,4464,mx-sv-doc-001297,146,,1
mx-sv-per-003723,4465,mx-sv-doc-001298,146,,1
mx-sv-per-003724,4466,mx-sv-doc-001299,146,,1
mx-sv-per-003725,4467,mx-sv-doc-001300,146,,1
mx-sv-per-003726,4468,mx-sv-doc-001301,146,,1
mx-sv-per-003727,4469,mx-sv-doc-001302,146,,1
mx-sv-per-003728,4470,mx-sv-doc-001303,86,,-1
mx-sv-per-003728,4471,mx-sv-doc-001303,164,,1
mx-sv-per-003252,4472,mx-sv-doc-001303,86,Vecindad,1
mx-sv-per-003654,4472,mx-sv-doc-001303,86,Vecindad,1
mx-sv-per-003655,4473,mx-sv-doc-001303,164,,1
mx-sv-per-003729,4474,mx-sv-doc-001304,86,,-1
mx-sv-per-003729,4475,mx-sv-doc-001304,86,,1
mx-sv-per-003412,4476,mx-sv-doc-001304,86,Vecindad,1
mx-sv-per-003270,4476,mx-sv-doc-001304,86,Vecindad,1
mx-sv-per-003730,4477,mx-sv-doc-001305,86,,-1
mx-sv-per-003730,4478,mx-sv-doc-001305,86,,1
mx-sv-per-002660,4479,mx-sv-doc-001305,86,Vecindad,1
mx-sv-per-002933,4479,mx-sv-doc-001305,86,Vecindad,1
mx-sv-per-003731,4480,mx-sv-doc-001306,252,,-2
mx-sv-per-003731,4481,mx-sv-doc-001306,86,,-1
mx-sv-per-003731,4482,mx-sv-doc-001306,247,,1
mx-sv-per-003732,4483,mx-sv-doc-001306,252,Vecindad,1
mx-sv-per-003732,4484,mx-sv-doc-001306,86,Residencia,1
mx-sv-per-003655,4485,mx-sv-doc-001306,247,Vecindad,1
mx-sv-per-003733,4486,mx-sv-doc-001307,86,,-1
mx-sv-per-003733,4487,mx-sv-doc-001307,86,,1
mx-sv-per-003734,4488,mx-sv-doc-001307,86,Vecindad,1
mx-sv-per-003735,4488,mx-sv-doc-001307,86,Vecindad,1
mx-sv-per-003736,4489,mx-sv-doc-001308,22,,-3
mx-sv-per-003736,4490,mx-sv-doc-001308,139,,-2
mx-sv-per-003736,4491,mx-sv-doc-001308,86,,-1
mx-sv-per-003736,4492,mx-sv-doc-001308,247,,1
mx-sv-per-003737,4493,mx-sv-doc-001308,139,Vecindad,1
mx-sv-per-003553,4494,mx-sv-doc-001308,86,Vecindad,1
mx-sv-per-003655,4495,mx-sv-doc-001308,247,Vecindad,1
mx-sv-per-003738,4496,mx-sv-doc-001309,86,,-1
mx-sv-per-003738,4497,mx-sv-doc-001309,247,,1
mx-sv-per-003739,4498,mx-sv-doc-001309,86,Vecindad,1
mx-sv-per-003655,4499,mx-sv-doc-001309,247,,1
mx-sv-per-003740,4500,mx-sv-doc-001310,86,,-1
mx-sv-per-003740,4501,mx-sv-doc-001310,211,,1
mx-sv-per-003514,4502,mx-sv-doc-001310,86,Vecindad,1
mx-sv-per-003741,4503,mx-sv-doc-001310,211,Vecindad,1
mx-sv-per-003742,4504,mx-sv-doc-001311,146,,1
mx-sv-per-003743,4505,mx-sv-doc-001312,146,,1
mx-sv-per-003744,4506,mx-sv-doc-001313,146,,1
mx-sv-per-003745,4507,mx-sv-doc-001314,146,,1
mx-sv-per-003746,4508,mx-sv-doc-001315,146,,1
mx-sv-per-003747,4508,mx-sv-doc-001315,146,,1
mx-sv-per-003748,4509,mx-sv-doc-001316,146,,1
mx-sv-per-003749,4510,mx-sv-doc-001317,146,,1
mx-sv-per-003750,4511,mx-sv-doc-001318,146,,1
mx-sv-per-003751,4512,mx-sv-doc-001319,146,,1
mx-sv-per-003752,4513,mx-sv-doc-001320,146,,1
mx-sv-per-003753,4514,mx-sv-doc-001321,146,,1
mx-sv-per-003754,4515,mx-sv-doc-001322,146,,1
mx-sv-per-003755,4516,mx-sv-doc-001323,146,,1
mx-sv-per-003756,4517,mx-sv-doc-001324,146,,1
mx-sv-per-003757,4518,mx-sv-doc-001325,146,,1
mx-sv-per-003758,4519,mx-sv-doc-001326,146,,1
mx-sv-per-003759,4520,mx-sv-doc-001327,146,,1
mx-sv-per-003760,4521,mx-sv-doc-001328,146,,1
mx-sv-per-003761,4522,mx-sv-doc-001329,146,,1
mx-sv-per-003762,4523,mx-sv-doc-001330,86,,-1
mx-sv-per-003762,4524,mx-sv-doc-001330,247,,1
mx-sv-per-002904,4525,mx-sv-doc-001330,86,Vecindad,1
mx-sv-per-003655,4526,mx-sv-doc-001330,247,Vecindad,1
mx-sv-per-003536,4527,mx-sv-doc-001331,86,,-1
mx-sv-per-003536,4528,mx-sv-doc-001331,210,,1
mx-sv-per-003464,4529,mx-sv-doc-001331,86,Vecindad,-1
mx-sv-per-003590,4530,mx-sv-doc-001331,210,Vecindad,1
mx-sv-per-003763,4531,mx-sv-doc-001332,146,,-1
mx-sv-per-003763,4532,mx-sv-doc-001332,86,,1
mx-sv-per-003764,4533,mx-sv-doc-001332,146,Vecindad,-5
mx-sv-per-003765,4534,mx-sv-doc-001332,86,Residencia,1
mx-sv-per-003514,4535,mx-sv-doc-001332,86,Vecindad,1
mx-sv-per-003345,4536,mx-sv-doc-001333,236,,-2
mx-sv-per-003345,4537,mx-sv-doc-001333,86,,-1
mx-sv-per-003345,4538,mx-sv-doc-001333,218,,1
mx-sv-per-003348,4539,mx-sv-doc-001333,86,Vecindad,1
mx-sv-per-002910,4540,mx-sv-doc-001333,218,Vecindad,1
mx-sv-per-003766,4541,mx-sv-doc-001334,86,,-1
mx-sv-per-003766,4542,mx-sv-doc-001334,216,,1
mx-sv-per-003596,4543,mx-sv-doc-001334,86,Vecindad,1
mx-sv-per-002915,4544,mx-sv-doc-001334,216,Vecindad,1
mx-sv-per-003767,4545,mx-sv-doc-001335,146,,1
mx-sv-per-003768,4546,mx-sv-doc-001336,146,,1
mx-sv-per-003769,4547,mx-sv-doc-001337,146,,1
mx-sv-per-003770,4548,mx-sv-doc-001338,146,,1
mx-sv-per-003771,4549,mx-sv-doc-001339,146,,1
mx-sv-per-003772,4550,mx-sv-doc-001340,146,,1
mx-sv-per-003773,4551,mx-sv-doc-001341,146,,1
mx-sv-per-003774,4552,mx-sv-doc-001342,146,,1
mx-sv-per-003775,4553,mx-sv-doc-001343,146,,1
mx-sv-per-003776,4554,mx-sv-doc-001344,146,,1
mx-sv-per-003778,4555,mx-sv-doc-001346,146,,1
mx-sv-per-003779,4556,mx-sv-doc-001347,86,,-1
mx-sv-per-003780,4557,mx-sv-doc-001347,86,Vecindad,1
mx-sv-per-003782,4558,mx-sv-doc-001348,86,,-1
mx-sv-per-003782,4559,mx-sv-doc-001348,86,,1
mx-sv-per-003252,4560,mx-sv-doc-001348,86,Vecindad,1
mx-sv-per-003204,4560,mx-sv-doc-001348,86,Vecindad,1
mx-sv-per-003783,4560,mx-sv-doc-001348,86,Vecindad,1
mx-sv-per-003784,4561,mx-sv-doc-001349,240,,-2
mx-sv-per-003785,4561,mx-sv-doc-001349,240,,-2
mx-sv-per-003784,4562,mx-sv-doc-001349,86,,-1
mx-sv-per-003785,4562,mx-sv-doc-001349,86,,-1
mx-sv-per-003784,4563,mx-sv-doc-001349,135,,1
mx-sv-per-003785,4563,mx-sv-doc-001349,135,,1
mx-sv-per-003786,4564,mx-sv-doc-001349,240,Vecindad,1
mx-sv-per-003787,4565,mx-sv-doc-001349,86,Residencia,1
mx-sv-per-003787,4566,mx-sv-doc-001349,133,Vecindad,1
mx-sv-per-003788,4567,mx-sv-doc-001349,135,Vecindad,1
mx-sv-per-003789,4568,mx-sv-doc-001350,86,,-1
mx-sv-per-003789,4569,mx-sv-doc-001350,86,,1
mx-sv-per-003336,4570,mx-sv-doc-001350,86,Vecindad,1
mx-sv-per-003790,4570,mx-sv-doc-001350,86,Vecindad,1
mx-sv-per-003542,4571,mx-sv-doc-001351,86,,-1
mx-sv-per-003542,4572,mx-sv-doc-001351,86,,1
mx-sv-per-003792,4573,mx-sv-doc-001351,86,Vecindad,1
mx-sv-per-003791,4573,mx-sv-doc-001351,86,Vecindad,1
mx-sv-per-003793,4574,mx-sv-doc-001352,86,,-1
mx-sv-per-003793,4575,mx-sv-doc-001352,111,,1
mx-sv-per-003794,4576,mx-sv-doc-001352,86,Vecindad,1
mx-sv-per-003455,4577,mx-sv-doc-001352,111,Vecindad,1
mx-sv-per-003795,4578,mx-sv-doc-001353,146,,1
mx-sv-per-003796,4578,mx-sv-doc-001353,146,,1
mx-sv-per-003797,4579,mx-sv-doc-001354,146,,1
mx-sv-per-003798,4580,mx-sv-doc-001355,146,,1
mx-sv-per-003799,4581,mx-sv-doc-001356,22,lugar anterior 1,-1
mx-sv-per-003799,4582,mx-sv-doc-001356,146,,1
mx-sv-per-003800,4583,mx-sv-doc-001357,146,,1
mx-sv-per-003801,4584,mx-sv-doc-001358,146,,1
mx-sv-per-003802,4585,mx-sv-doc-001359,146,,1
mx-sv-per-003803,4586,mx-sv-doc-001360,146,,1
mx-sv-per-003804,4587,mx-sv-doc-001361,146,,1
mx-sv-per-003805,4588,mx-sv-doc-001362,146,,1
mx-sv-per-003806,4588,mx-sv-doc-001362,146,,1
mx-sv-per-003807,4589,mx-sv-doc-001363,146,,1
mx-sv-per-003808,4590,mx-sv-doc-001364,146,,1
mx-sv-per-003809,4591,mx-sv-doc-001365,146,,1
mx-sv-per-003810,4592,mx-sv-doc-001366,146,,1
mx-sv-per-003811,4593,mx-sv-doc-001367,146,,1
mx-sv-per-003812,4594,mx-sv-doc-001368,146,,1
mx-sv-per-003813,4595,mx-sv-doc-001369,146,,1
mx-sv-per-003814,4595,mx-sv-doc-001369,146,,1
mx-sv-per-003815,4595,mx-sv-doc-001369,146,,1
mx-sv-per-003816,4595,mx-sv-doc-001369,146,,1
mx-sv-per-003817,4595,mx-sv-doc-001369,146,,1
mx-sv-per-003818,4596,mx-sv-doc-001370,146,,1
mx-sv-per-003819,4597,mx-sv-doc-001371,146,,1
mx-sv-per-003820,4598,mx-sv-doc-001372,83,vecino,1
mx-sv-per-003822,4599,mx-sv-doc-001373,83,vecino,1
mx-sv-per-003823,4600,mx-sv-doc-001373,22,vecino,1
mx-sv-per-003825,4601,mx-sv-doc-001374,83,Vecina,1
mx-sv-per-003828,4602,mx-sv-doc-001374,22,vecino,1
mx-sv-per-003829,4603,mx-sv-doc-001375,219,Vecina,1
mx-sv-per-003830,4604,mx-sv-doc-001375,22,vecino,1
mx-sv-per-003831,4605,mx-sv-doc-001375,3,vecino,1
mx-sv-per-003832,4606,mx-sv-doc-001376,239,vecino,1
mx-sv-per-003833,4607,mx-sv-doc-001376,83,vecino,1
mx-sv-per-003834,4608,mx-sv-doc-001376,3,vecino,1
mx-sv-per-003836,4609,mx-sv-doc-001377,146,,1
mx-sv-per-003837,4610,mx-sv-doc-001378,146,,1
mx-sv-per-003838,4611,mx-sv-doc-001379,146,,1
mx-sv-per-003839,4612,mx-sv-doc-001380,146,,1
mx-sv-per-003840,4613,mx-sv-doc-001381,146,,1
mx-sv-per-003841,4613,mx-sv-doc-001381,146,,1
mx-sv-per-003842,4614,mx-sv-doc-001382,146,,1
mx-sv-per-003843,4615,mx-sv-doc-001383,146,,1
mx-sv-per-003844,4616,mx-sv-doc-001384,146,,1
mx-sv-per-003845,4617,mx-sv-doc-001385,146,,1
mx-sv-per-003846,4618,mx-sv-doc-001386,146,,1
mx-sv-per-003847,4619,mx-sv-doc-001387,146,,1
mx-sv-per-003848,4620,mx-sv-doc-001388,146,,1
mx-sv-per-003849,4621,mx-sv-doc-001389,146,,1
mx-sv-per-003850,4622,mx-sv-doc-001390,146,,1
mx-sv-per-003851,4623,mx-sv-doc-001391,146,,1
mx-sv-per-003852,4624,mx-sv-doc-001392,146,,1
mx-sv-per-003853,4625,mx-sv-doc-001393,146,,1
mx-sv-per-003854,4626,mx-sv-doc-001394,146,,1
mx-sv-per-003855,4627,mx-sv-doc-001395,146,,1
mx-sv-per-003856,4628,mx-sv-doc-001396,146,,1
mx-sv-per-003857,4629,mx-sv-doc-001397,146,,1
mx-sv-per-003858,4630,mx-sv-doc-001398,146,,1
mx-sv-per-003859,4631,mx-sv-doc-001399,146,,1
mx-sv-per-003860,4632,mx-sv-doc-001400,146,,1
mx-sv-per-003861,4633,mx-sv-doc-001401,146,,1
mx-sv-per-003862,4634,mx-sv-doc-001402,146,,1
mx-sv-per-003863,4635,mx-sv-doc-001403,146,,1
mx-sv-per-003864,4636,mx-sv-doc-001404,146,,1
mx-sv-per-003865,4637,mx-sv-doc-001405,3,,1
mx-sv-per-003868,4638,mx-sv-doc-001405,3,Vecindad,1
mx-sv-per-003869,4639,mx-sv-doc-001405,3,Vecindad,1
mx-sv-per-003870,4640,mx-sv-doc-001405,3,Vecindad,1
mx-sv-per-003871,4641,mx-sv-doc-001405,3,Vecindad,1
mx-sv-per-003872,4642,mx-sv-doc-001406,3,,-1
mx-sv-per-003872,4643,mx-sv-doc-001406,3,,1
mx-sv-per-003875,4644,mx-sv-doc-001406,3,Vecindad,1
mx-sv-per-003877,4645,mx-sv-doc-001408,146,,-1
mx-sv-per-003877,4646,mx-sv-doc-001408,3,,1
mx-sv-per-003878,4647,mx-sv-doc-001408,3,Residencia,1
mx-sv-per-003880,4648,mx-sv-doc-001408,146,,1
mx-sv-per-003881,4649,mx-sv-doc-001409,3,,1
mx-sv-per-003882,4650,mx-sv-doc-001409,3,Vecindad,1
mx-sv-per-003624,4651,mx-sv-doc-001409,3,Vecindad,1
mx-sv-per-003885,4652,mx-sv-doc-001410,17,,-1
mx-sv-per-003885,4653,mx-sv-doc-001410,3,,1
mx-sv-per-003886,4654,mx-sv-doc-001410,17,,1
mx-sv-per-003888,4655,mx-sv-doc-001410,17,Vecindad,1
mx-sv-per-003889,4656,mx-sv-doc-001411,146,,1
mx-sv-per-003890,4657,mx-sv-doc-001412,146,,1
mx-sv-per-003891,4658,mx-sv-doc-001413,146,,1
mx-sv-per-003892,4659,mx-sv-doc-001414,146,,1
mx-sv-per-003893,4660,mx-sv-doc-001415,146,,1
mx-sv-per-003894,4661,mx-sv-doc-001416,146,,1
mx-sv-per-003895,4661,mx-sv-doc-001416,146,,1
mx-sv-per-003896,4662,mx-sv-doc-001417,146,,1
mx-sv-per-003897,4663,mx-sv-doc-001418,146,,1
mx-sv-per-003898,4664,mx-sv-doc-001419,146,,1
mx-sv-per-003899,4665,mx-sv-doc-001420,146,,1
mx-sv-per-003900,4666,mx-sv-doc-001421,146,,1
mx-sv-per-003901,4667,mx-sv-doc-001422,146,,1
mx-sv-per-003902,4668,mx-sv-doc-001423,146,,1
mx-sv-per-003903,4669,mx-sv-doc-001424,146,,1
mx-sv-per-003904,4670,mx-sv-doc-001425,146,,1
mx-sv-per-003905,4671,mx-sv-doc-001426,146,,1
mx-sv-per-003906,4672,mx-sv-doc-001427,86,,-1
mx-sv-per-003906,4673,mx-sv-doc-001427,86,,1
mx-sv-per-003464,4674,mx-sv-doc-001427,86,Vecindad,1
mx-sv-per-003907,4675,mx-sv-doc-001428,86,,-1
mx-sv-per-003908,4675,mx-sv-doc-001428,86,,-1
mx-sv-per-003909,4675,mx-sv-doc-001428,86,,-1
mx-sv-per-003907,4676,mx-sv-doc-001428,86,,1
mx-sv-per-003908,4676,mx-sv-doc-001428,86,,1
mx-sv-per-003909,4676,mx-sv-doc-001428,86,,1
mx-sv-per-002671,4677,mx-sv-doc-001428,86,Vecindad,1
mx-sv-per-003912,4678,mx-sv-doc-001429,86,,-1
mx-sv-per-003910,4678,mx-sv-doc-001429,86,,-1
mx-sv-per-003911,4678,mx-sv-doc-001429,86,,-1
mx-sv-per-003912,4679,mx-sv-doc-001429,86,,1
mx-sv-per-003910,4679,mx-sv-doc-001429,86,,1
mx-sv-per-003911,4679,mx-sv-doc-001429,86,,1
mx-sv-per-003913,4680,mx-sv-doc-001429,86,Vecindad,1
mx-sv-per-002901,4680,mx-sv-doc-001429,86,Vecindad,1
mx-sv-per-003645,4681,mx-sv-doc-001430,253,,-1
mx-sv-per-003645,4682,mx-sv-doc-001430,218,,1
mx-sv-per-003649,4683,mx-sv-doc-001430,253,Vecindad,1
mx-sv-per-002910,4684,mx-sv-doc-001430,218,Vecindad,1
mx-sv-per-003914,4685,mx-sv-doc-001431,112,,-1
mx-sv-per-003914,4686,mx-sv-doc-001431,86,,1
mx-sv-per-003655,4687,mx-sv-doc-001431,112,Vecindad,1
mx-sv-per-003654,4688,mx-sv-doc-001431,86,Vecindad,1
mx-sv-per-003454,4689,mx-sv-doc-001431,86,Vecindad,1
mx-sv-per-003915,4690,mx-sv-doc-001432,86,,-1
mx-sv-per-003915,4691,mx-sv-doc-001432,86,,1
mx-sv-per-002618,4692,mx-sv-doc-001432,86,Vecindad,1
mx-sv-per-003005,4692,mx-sv-doc-001432,86,Vecindad,1
mx-sv-per-003916,4693,mx-sv-doc-001433,86,,1
mx-sv-per-003916,4694,mx-sv-doc-001433,146,,-1
mx-sv-per-003917,4695,mx-sv-doc-001433,146,Vecindad,1
mx-sv-per-002901,4696,mx-sv-doc-001433,86,Vecindad,1
mx-sv-per-003918,4696,mx-sv-doc-001433,86,Vecindad,1
mx-sv-per-003919,4697,mx-sv-doc-001434,86,,-1
mx-sv-per-003919,4698,mx-sv-doc-001434,253,,1
mx-sv-per-002921,4699,mx-sv-doc-001434,86,Vecindad,1
mx-sv-per-002175,4700,mx-sv-doc-001434,86,,1
mx-sv-per-003649,4701,mx-sv-doc-001434,253,Vecindad,1
mx-sv-per-003920,4702,mx-sv-doc-001435,86,,-1
mx-sv-per-003920,4703,mx-sv-doc-001435,86,,1
mx-sv-per-003921,4704,mx-sv-doc-001435,86,Vecindad,1
mx-sv-per-003922,4704,mx-sv-doc-001435,86,Vecindad,1
mx-sv-per-003454,4705,mx-sv-doc-001435,86,Vecindad,1
mx-sv-per-003923,4706,mx-sv-doc-001436,146,,1
mx-sv-per-003924,4707,mx-sv-doc-001437,146,,1
mx-sv-per-003925,4708,mx-sv-doc-001438,146,,1
mx-sv-per-003926,4709,mx-sv-doc-001439,146,,1
mx-sv-per-003928,4710,mx-sv-doc-001440,146,,1
mx-sv-per-003927,4710,mx-sv-doc-001440,146,,1
mx-sv-per-003929,4711,mx-sv-doc-001441,146,,1
mx-sv-per-003930,4712,mx-sv-doc-001442,146,,1
mx-sv-per-003931,4713,mx-sv-doc-001443,146,,1
mx-sv-per-003932,4714,mx-sv-doc-001444,146,,1
mx-sv-per-003933,4715,mx-sv-doc-001445,146,,1
mx-sv-per-003934,4716,mx-sv-doc-001446,146,,1
mx-sv-per-003935,4717,mx-sv-doc-001447,146,,1
mx-sv-per-003936,4718,mx-sv-doc-001448,146,,1
mx-sv-per-003937,4719,mx-sv-doc-001449,146,,1
mx-sv-per-003938,4719,mx-sv-doc-001449,146,,1
mx-sv-per-003939,4720,mx-sv-doc-001450,86,,-1
mx-sv-per-003939,4721,mx-sv-doc-001450,86,,1
mx-sv-per-003226,4722,mx-sv-doc-001450,86,Vecindad,1
mx-sv-per-003940,4722,mx-sv-doc-001450,86,Vecindad,1
mx-sv-per-003941,4723,mx-sv-doc-001451,86,,-1
mx-sv-per-003941,4724,mx-sv-doc-001451,146,,1
mx-sv-per-003005,4725,mx-sv-doc-001451,86,Vecindad,1
mx-sv-per-003942,4725,mx-sv-doc-001451,86,Vecindad,1
mx-sv-per-003943,4726,mx-sv-doc-001451,146,Vecindad,1
mx-sv-per-003944,4727,mx-sv-doc-001452,86,,-1
mx-sv-per-003944,4728,mx-sv-doc-001452,86,,1
mx-sv-per-003945,4729,mx-sv-doc-001452,86,Vecindad,1
mx-sv-per-003946,4729,mx-sv-doc-001452,86,Vecindad,1
mx-sv-per-003947,4730,mx-sv-doc-001453,86,,-1
mx-sv-per-003947,4731,mx-sv-doc-001453,86,,1
mx-sv-per-003948,4732,mx-sv-doc-001453,86,Vecindad,1
mx-sv-per-003780,4732,mx-sv-doc-001453,86,Vecindad,1
mx-sv-per-003949,4733,mx-sv-doc-001454,86,,-1
mx-sv-per-003949,4734,mx-sv-doc-001454,86,,1
mx-sv-per-003288,4735,mx-sv-doc-001454,86,Vecindad,1
mx-sv-per-003950,4735,mx-sv-doc-001454,86,Vecindad,1
mx-sv-per-003951,4736,mx-sv-doc-001455,86,,-1
mx-sv-per-003951,4737,mx-sv-doc-001455,86,,1
mx-sv-per-003952,4738,mx-sv-doc-001455,86,Vecindad,1
mx-sv-per-003953,4738,mx-sv-doc-001455,86,Vecindad,1
mx-sv-per-003228,4738,mx-sv-doc-001455,86,Vecindad,1
mx-sv-per-003954,4739,mx-sv-doc-001456,83,vecino,1
mx-sv-per-003955,4740,mx-sv-doc-001456,83,vecino,1
mx-sv-per-003956,4741,mx-sv-doc-001456,27,vecino,1
mx-sv-per-003960,4742,mx-sv-doc-001457,3,vecino,1
mx-sv-per-003961,4743,mx-sv-doc-001457,83,vecino,1
mx-sv-per-003965,4744,mx-sv-doc-001458,3,vecino,1
mx-sv-per-003964,4745,mx-sv-doc-001458,83,,1
mx-sv-per-003966,4746,mx-sv-doc-001458,27,vecino,1
mx-sv-per-003967,4747,mx-sv-doc-001459,86,,-1
mx-sv-per-003967,4748,mx-sv-doc-001459,86,,1
mx-sv-per-003454,4749,mx-sv-doc-001459,86,Vecindad,1
mx-sv-per-003968,4750,mx-sv-doc-001459,86,Vecindad,1
mx-sv-per-003969,4751,mx-sv-doc-001460,254,,-1
mx-sv-per-003969,4752,mx-sv-doc-001460,86,,1
mx-sv-per-003970,4753,mx-sv-doc-001460,254,Vecindad,1
mx-sv-per-003971,4754,mx-sv-doc-001460,86,Vecindad,1
mx-sv-per-003972,4755,mx-sv-doc-001461,86,,-1
mx-sv-per-003972,4756,mx-sv-doc-001461,255,,1
mx-sv-per-003973,4757,mx-sv-doc-001461,86,Vecindad,1
mx-sv-per-003974,4758,mx-sv-doc-001461,255,Vecindad,1
mx-sv-per-003975,4759,mx-sv-doc-001462,238,,-1
mx-sv-per-003975,4760,mx-sv-doc-001462,135,,1
mx-sv-per-003976,4761,mx-sv-doc-001462,238,,1
