persona_idno,persona_x_lugares_id,documento_idno,lugar_id,situacion_lugar,ordinal
mx-sv-per-001023,1070,mx-sv-doc-000274,3,,1
mx-sv-per-001024,1071,mx-sv-doc-000274,3,,1
mx-sv-per-001025,1072,mx-sv-doc-000274,3,Vecindad,1
mx-sv-per-001028,1073,mx-sv-doc-000275,86,,-1
mx-sv-per-001028,1074,mx-sv-doc-000275,86,,1
mx-sv-per-001029,1075,mx-sv-doc-000275,86,vecino,1
mx-sv-per-001030,1076,mx-sv-doc-000275,86,vecino,1
mx-sv-per-001031,1077,mx-sv-doc-000276,22,,-1
mx-sv-per-001031,1078,mx-sv-doc-000276,86,,1
mx-sv-per-001032,1079,mx-sv-doc-000276,22,vecino,1
mx-sv-per-001033,1080,mx-sv-doc-000276,86,vecino,1
mx-sv-per-001034,1081,mx-sv-doc-000276,86,vecino,1
mx-sv-per-001035,1082,mx-sv-doc-000277,22,,-1
mx-sv-per-001035,1087,mx-sv-doc-000277,86,,1
mx-sv-per-001036,1088,mx-sv-doc-000277,86,vecino,1
mx-sv-per-001033,1089,mx-sv-doc-000277,86,vecino,1
mx-sv-per-001032,1090,mx-sv-doc-000277,22,vecino,1
mx-sv-per-001037,1091,mx-sv-doc-000278,86,,-1
mx-sv-per-001038,1092,mx-sv-doc-000278,86,,-1
mx-sv-per-001037,1093,mx-sv-doc-000278,86,,1
mx-sv-per-001038,1093,mx-sv-doc-000278,86,,1
mx-sv-per-001039,1094,mx-sv-doc-000278,86,vecino,1
mx-sv-per-001040,1095,mx-sv-doc-000278,86,vecino,1
mx-sv-per-001041,1096,mx-sv-doc-000279,86,,-1
mx-sv-per-001042,1096,mx-sv-doc-000279,86,,-1
mx-sv-per-001041,1097,mx-sv-doc-000279,86,,1
mx-sv-per-001042,1097,mx-sv-doc-000279,86,,1
mx-sv-per-001043,1098,mx-sv-doc-000279,86,vecino,1
mx-sv-per-001044,1099,mx-sv-doc-000279,86,vecino,1
mx-sv-per-001045,1100,mx-sv-doc-000280,86,,-1
mx-sv-per-001046,1100,mx-sv-doc-000280,86,,-1
mx-sv-per-001045,1101,mx-sv-doc-000280,86,,1
mx-sv-per-001046,1101,mx-sv-doc-000280,86,,1
mx-sv-per-001039,1102,mx-sv-doc-000280,86,vecino,1
mx-sv-per-001047,1103,mx-sv-doc-000280,86,vecino,1
mx-sv-per-001048,1104,mx-sv-doc-000281,86,,-1
mx-sv-per-001048,1105,mx-sv-doc-000281,111,,1
mx-sv-per-001049,1106,mx-sv-doc-000281,86,vecino,1
mx-sv-per-001050,1107,mx-sv-doc-000281,86,vecino,1
mx-sv-per-001051,1108,mx-sv-doc-000281,111,vecino,1
mx-sv-per-001052,1109,mx-sv-doc-000282,86,,-1
mx-sv-per-001052,1110,mx-sv-doc-000282,112,,1
mx-sv-per-001053,1111,mx-sv-doc-000282,86,vecino,1
mx-sv-per-001054,1112,mx-sv-doc-000282,112,vecino,1
mx-sv-per-001055,1113,mx-sv-doc-000283,86,,-1
mx-sv-per-001055,1114,mx-sv-doc-000283,86,,1
mx-sv-per-001033,1115,mx-sv-doc-000283,86,vecino,1
mx-sv-per-001053,1116,mx-sv-doc-000283,86,vecino,1
mx-sv-per-001056,1117,mx-sv-doc-000284,86,,-1
mx-sv-per-001056,1118,mx-sv-doc-000284,114,,1
mx-sv-per-001040,1119,mx-sv-doc-000284,86,vecino,1
mx-sv-per-001057,1120,mx-sv-doc-000284,114,vecino,1
mx-sv-per-001058,1121,mx-sv-doc-000285,3,,1
mx-sv-per-001062,1122,mx-sv-doc-000286,3,,-1
mx-sv-per-001062,1123,mx-sv-doc-000286,3,,1
mx-sv-per-001065,1126,mx-sv-doc-000286,3,Vecindad,1
mx-sv-per-001124,1208,mx-sv-doc-000286,89,Vecindad,1
mx-sv-per-001125,1210,mx-sv-doc-000286,125,,1
mx-sv-per-001063,1124,mx-sv-doc-000287,115,lugar anterior 1,-1
mx-sv-per-001064,1125,mx-sv-doc-000287,22,vecino,1
mx-sv-per-001069,1127,mx-sv-doc-000288,22,lugar anterior 1,-1
mx-sv-per-001070,1127,mx-sv-doc-000288,22,lugar anterior 1,-1
mx-sv-per-001069,1128,mx-sv-doc-000288,22,,1
mx-sv-per-001070,1128,mx-sv-doc-000288,22,,1
mx-sv-per-000169,1129,mx-sv-doc-000288,22,vecino,1
mx-sv-per-001071,1130,mx-sv-doc-000288,22,vecino,1
mx-sv-per-001072,1131,mx-sv-doc-000289,22,lugar anterior 1,-1
mx-sv-per-001072,1132,mx-sv-doc-000289,22,,1
mx-sv-per-001073,1133,mx-sv-doc-000289,22,vecino,1
mx-sv-per-001074,1134,mx-sv-doc-000289,22,vecino,1
mx-sv-per-001075,1135,mx-sv-doc-000290,22,lugar anterior 1,-1
mx-sv-per-001075,1136,mx-sv-doc-000290,22,,1
mx-sv-per-001076,1137,mx-sv-doc-000290,22,vecino,1
mx-sv-per-001077,1138,mx-sv-doc-000290,22,vecino,1
mx-sv-per-001078,1139,mx-sv-doc-000291,22,lugar anterior 1,-1
mx-sv-per-001078,1140,mx-sv-doc-000291,22,,1
mx-sv-per-000602,1141,mx-sv-doc-000291,22,vecino,1
mx-sv-per-001079,1142,mx-sv-doc-000291,22,vecino,1
mx-sv-per-001080,1143,mx-sv-doc-000292,22,lugar anterior 1,-1
mx-sv-per-001081,1143,mx-sv-doc-000292,22,lugar anterior 1,-1
mx-sv-per-001082,1143,mx-sv-doc-000292,22,lugar anterior 1,-1
mx-sv-per-001080,1144,mx-sv-doc-000292,41,,1
mx-sv-per-001081,1144,mx-sv-doc-000292,41,,1
mx-sv-per-001082,1144,mx-sv-doc-000292,41,,1
mx-sv-per-001071,1145,mx-sv-doc-000292,22,vecino,1
mx-sv-per-001083,1146,mx-sv-doc-000292,41,vecino,1
mx-sv-per-001084,1147,mx-sv-doc-000293,22,lugar anterior 1,-1
mx-sv-per-001084,1148,mx-sv-doc-000293,39,,1
mx-sv-per-001085,1149,mx-sv-doc-000293,22,vecino,1
mx-sv-per-001086,1150,mx-sv-doc-000293,39,vecino,1
mx-sv-per-001087,1151,mx-sv-doc-000294,118,,-2
mx-sv-per-001087,1152,mx-sv-doc-000294,86,,-1
mx-sv-per-001087,1153,mx-sv-doc-000294,119,,1
mx-sv-per-001088,1154,mx-sv-doc-000294,86,vecino,1
mx-sv-per-001089,1155,mx-sv-doc-000294,118,vecino,1
mx-sv-per-001090,1156,mx-sv-doc-000294,119,vecino,1
mx-sv-per-001091,1158,mx-sv-doc-000295,120,,-1
mx-sv-per-001091,1160,mx-sv-doc-000295,86,,1
mx-sv-per-001094,1162,mx-sv-doc-000295,120,vecino,1
mx-sv-per-001096,1164,mx-sv-doc-000295,86,vecino,1
mx-sv-per-001092,1157,mx-sv-doc-000296,22,lugar anterior 1,-1
mx-sv-per-001092,1159,mx-sv-doc-000296,22,,1
mx-sv-per-001093,1161,mx-sv-doc-000296,22,vecino,1
mx-sv-per-001095,1163,mx-sv-doc-000296,22,vecino,1
mx-sv-per-001097,1165,mx-sv-doc-000297,22,lugar anterior 1,-1
mx-sv-per-001097,1166,mx-sv-doc-000297,22,,1
mx-sv-per-001098,1167,mx-sv-doc-000297,22,vecino,1
mx-sv-per-001100,1173,mx-sv-doc-000297,22,vecino,1
mx-sv-per-001091,1168,mx-sv-doc-000298,120,,-2
mx-sv-per-001091,1169,mx-sv-doc-000298,86,,-1
mx-sv-per-001091,1170,mx-sv-doc-000298,114,,1
mx-sv-per-001099,1171,mx-sv-doc-000298,86,,-1
mx-sv-per-001099,1172,mx-sv-doc-000298,114,,1
mx-sv-per-001096,1174,mx-sv-doc-000298,86,vecino,1
mx-sv-per-001057,1175,mx-sv-doc-000298,114,vecino,1
mx-sv-per-001101,1176,mx-sv-doc-000299,122,lugar anterior 1,-1
mx-sv-per-001101,1177,mx-sv-doc-000299,22,,1
mx-sv-per-001102,1178,mx-sv-doc-000299,122,vecino,1
mx-sv-per-001103,1179,mx-sv-doc-000299,22,vecino,1
mx-sv-per-001104,1180,mx-sv-doc-000300,86,,-1
mx-sv-per-001104,1181,mx-sv-doc-000300,86,,1
mx-sv-per-001105,1182,mx-sv-doc-000300,86,Residente,1
mx-sv-per-001106,1183,mx-sv-doc-000300,86,vecino,1
mx-sv-per-001107,1184,mx-sv-doc-000301,42,lugar anterior 1,-1
mx-sv-per-001107,1185,mx-sv-doc-000301,22,,1
mx-sv-per-001108,1186,mx-sv-doc-000301,42,vecino,1
mx-sv-per-001109,1187,mx-sv-doc-000301,22,vecino,1
mx-sv-per-001110,1188,mx-sv-doc-000302,86,,-1
mx-sv-per-001110,1189,mx-sv-doc-000302,112,,1
mx-sv-per-001112,1192,mx-sv-doc-000302,86,vecino,1
mx-sv-per-001114,1195,mx-sv-doc-000302,112,vecino,1
mx-sv-per-001111,1190,mx-sv-doc-000303,124,lugar anterior 1,-1
mx-sv-per-001111,1191,mx-sv-doc-000303,22,,1
mx-sv-per-001113,1193,mx-sv-doc-000303,124,vecino,1
mx-sv-per-001115,1194,mx-sv-doc-000303,22,vecino,1
mx-sv-per-001116,1196,mx-sv-doc-000304,86,,-1
mx-sv-per-001116,1197,mx-sv-doc-000304,86,,1
mx-sv-per-001117,1198,mx-sv-doc-000304,86,vecino,1
mx-sv-per-001118,1199,mx-sv-doc-000304,86,vecino,1
mx-sv-per-001119,1200,mx-sv-doc-000305,86,,-1
mx-sv-per-001119,1201,mx-sv-doc-000305,86,,1
mx-sv-per-001120,1202,mx-sv-doc-000305,86,Residente,1
mx-sv-per-001122,1205,mx-sv-doc-000305,86,vecino,1
mx-sv-per-001121,1203,mx-sv-doc-000306,22,lugar anterior 1,-1
mx-sv-per-001121,1204,mx-sv-doc-000306,22,,1
mx-sv-per-001123,1206,mx-sv-doc-000306,22,vecino,1
mx-sv-per-001077,1207,mx-sv-doc-000306,22,vecino,1
mx-sv-per-001126,1209,mx-sv-doc-000307,22,,1
mx-sv-per-001128,1212,mx-sv-doc-000307,22,Residente,1
mx-sv-per-001130,1214,mx-sv-doc-000307,22,vecino,1
mx-sv-per-001127,1211,mx-sv-doc-000308,86,,-1
mx-sv-per-001127,1213,mx-sv-doc-000308,112,,1
mx-sv-per-001129,1215,mx-sv-doc-000308,86,vecino,1
mx-sv-per-001112,1216,mx-sv-doc-000308,86,vecino,1
mx-sv-per-001043,1217,mx-sv-doc-000308,86,vecino,1
mx-sv-per-001054,1218,mx-sv-doc-000308,112,vecino,1
mx-sv-per-001131,1219,mx-sv-doc-000309,126,lugar anterior 1,-1
mx-sv-per-001131,1220,mx-sv-doc-000309,22,,1
mx-sv-per-001132,1221,mx-sv-doc-000309,126,vecino,1
mx-sv-per-000765,1222,mx-sv-doc-000309,22,vecino,1
mx-sv-per-001133,1223,mx-sv-doc-000310,86,,-1
mx-sv-per-001133,1224,mx-sv-doc-000310,86,vecino,1
mx-sv-per-001138,1227,mx-sv-doc-000310,86,Residente,1
mx-sv-per-001096,1229,mx-sv-doc-000310,86,,1
mx-sv-per-001134,1225,mx-sv-doc-000311,22,,1
mx-sv-per-001137,1226,mx-sv-doc-000311,22,vecino,1
mx-sv-per-001139,1228,mx-sv-doc-000311,22,vecino,1
mx-sv-per-001141,1230,mx-sv-doc-000312,22,lugar anterior 1,-1
mx-sv-per-001142,1230,mx-sv-doc-000312,22,lugar anterior 1,-1
mx-sv-per-001143,1230,mx-sv-doc-000312,22,lugar anterior 1,-1
mx-sv-per-001141,1231,mx-sv-doc-000312,22,,1
mx-sv-per-001142,1231,mx-sv-doc-000312,22,,1
mx-sv-per-001143,1231,mx-sv-doc-000312,22,,1
mx-sv-per-001144,1232,mx-sv-doc-000312,22,vecino,1
mx-sv-per-001145,1233,mx-sv-doc-000312,22,vecino,1
mx-sv-per-001146,1234,mx-sv-doc-000313,22,lugar anterior 1,-1
mx-sv-per-001146,1235,mx-sv-doc-000313,22,,1
mx-sv-per-000602,1236,mx-sv-doc-000313,22,vecino,1
mx-sv-per-001123,1237,mx-sv-doc-000313,22,vecino,1
mx-sv-per-001147,1238,mx-sv-doc-000314,22,lugar anterior 1,-1
mx-sv-per-001147,1239,mx-sv-doc-000314,27,,1
mx-sv-per-001148,1240,mx-sv-doc-000314,22,vecino,1
mx-sv-per-001149,1241,mx-sv-doc-000314,27,vecino,1
mx-sv-per-001151,1244,mx-sv-doc-000315,86,,-1
mx-sv-per-001151,1245,mx-sv-doc-000315,86,,1
mx-sv-per-001152,1248,mx-sv-doc-000315,86,Residente,1
mx-sv-per-001153,1249,mx-sv-doc-000315,86,Residente,1
mx-sv-per-001150,1242,mx-sv-doc-000316,22,lugar anterior 1,-1
mx-sv-per-001150,1243,mx-sv-doc-000316,22,,1
mx-sv-per-000575,1246,mx-sv-doc-000316,22,vecino,1
mx-sv-per-000602,1247,mx-sv-doc-000316,22,vecino,1
mx-sv-per-001154,1250,mx-sv-doc-000317,86,,-1
mx-sv-per-001154,1251,mx-sv-doc-000317,86,,1
mx-sv-per-001036,1252,mx-sv-doc-000317,86,vecino,1
mx-sv-per-001047,1253,mx-sv-doc-000317,86,vecino,1
mx-sv-per-001155,1254,mx-sv-doc-000318,86,,-1
mx-sv-per-001155,1255,mx-sv-doc-000318,86,,1
mx-sv-per-001156,1256,mx-sv-doc-000318,86,vecino,1
mx-sv-per-001157,1257,mx-sv-doc-000318,86,vecino,1
mx-sv-per-001158,1258,mx-sv-doc-000319,86,,-1
mx-sv-per-001158,1259,mx-sv-doc-000319,128,,1
mx-sv-per-001159,1260,mx-sv-doc-000319,86,vecino,1
mx-sv-per-001160,1261,mx-sv-doc-000319,128,vecino,1
mx-sv-per-001161,1262,mx-sv-doc-000320,86,,-1
mx-sv-per-001161,1263,mx-sv-doc-000320,86,,1
mx-sv-per-001159,1264,mx-sv-doc-000320,86,vecino,1
mx-sv-per-001162,1265,mx-sv-doc-000320,86,vecino,1
mx-sv-per-001164,1268,mx-sv-doc-000321,41,,-2
mx-sv-per-001164,1269,mx-sv-doc-000321,86,,-1
mx-sv-per-001164,1271,mx-sv-doc-000321,114,,1
mx-sv-per-001166,1273,mx-sv-doc-000321,41,vecino,1
mx-sv-per-001167,1276,mx-sv-doc-000321,86,Tránsito,1
mx-sv-per-001169,1277,mx-sv-doc-000321,114,vecino,1
mx-sv-per-001163,1266,mx-sv-doc-000322,22,lugar anterior 1,-1
mx-sv-per-001163,1267,mx-sv-doc-000322,22,,1
mx-sv-per-001113,1270,mx-sv-doc-000322,22,vecino,1
mx-sv-per-001165,1272,mx-sv-doc-000322,22,vecino,1
mx-sv-per-001168,1274,mx-sv-doc-000323,22,lugar anterior 1,-1
mx-sv-per-001168,1275,mx-sv-doc-000323,22,,1
mx-sv-per-001170,1278,mx-sv-doc-000323,22,vecino,1
mx-sv-per-001095,1279,mx-sv-doc-000323,22,vecino,1
mx-sv-per-001171,1280,mx-sv-doc-000324,22,lugar anterior 1,-1
mx-sv-per-001173,1281,mx-sv-doc-000324,22,vecino,1
mx-sv-per-001174,1282,mx-sv-doc-000325,41,,-1
mx-sv-per-001174,1283,mx-sv-doc-000325,86,,1
mx-sv-per-001166,1284,mx-sv-doc-000325,41,vecino,1
mx-sv-per-001167,1286,mx-sv-doc-000325,86,Tránsito,1
mx-sv-per-001179,1289,mx-sv-doc-000325,86,Tránsito,1
mx-sv-per-001179,1290,mx-sv-doc-000325,129,vecino,1
mx-sv-per-001176,1285,mx-sv-doc-000326,22,,1
mx-sv-per-001178,1287,mx-sv-doc-000326,22,vecino,1
mx-sv-per-001180,1288,mx-sv-doc-000326,22,vecino,1
mx-sv-per-001172,1291,mx-sv-doc-000327,22,lugar anterior 1,-1
mx-sv-per-001172,1292,mx-sv-doc-000327,38,,1
mx-sv-per-001181,1295,mx-sv-doc-000327,38,vecino,1
mx-sv-per-001174,1294,mx-sv-doc-000328,86,,-1
mx-sv-per-001174,1296,mx-sv-doc-000328,86,,1
mx-sv-per-001179,1297,mx-sv-doc-000328,129,vecino,1
mx-sv-per-001179,1298,mx-sv-doc-000328,86,Tránsito,1
mx-sv-per-001182,1299,mx-sv-doc-000329,22,,1
mx-sv-per-001184,1300,mx-sv-doc-000329,22,vecino,1
mx-sv-per-001186,1301,mx-sv-doc-000329,22,vecino,1
mx-sv-per-001187,1302,mx-sv-doc-000330,22,,1
mx-sv-per-001184,1303,mx-sv-doc-000330,22,vecino,1
mx-sv-per-001188,1304,mx-sv-doc-000330,22,vecino,1
mx-sv-per-001190,1306,mx-sv-doc-000330,22,,1
mx-sv-per-001189,1305,mx-sv-doc-000331,86,,-1
mx-sv-per-001189,1307,mx-sv-doc-000331,86,,1
mx-sv-per-001036,1308,mx-sv-doc-000331,86,vecino,1
mx-sv-per-000944,1309,mx-sv-doc-000331,86,vecino,1
mx-sv-per-001191,1310,mx-sv-doc-000332,22,lugar anterior 1,-1
mx-sv-per-001191,1311,mx-sv-doc-000332,22,,1
mx-sv-per-001165,1312,mx-sv-doc-000332,22,vecino,1
mx-sv-per-001192,1313,mx-sv-doc-000332,22,vecino,1
mx-sv-per-001193,1314,mx-sv-doc-000333,86,,1
mx-sv-per-001197,1317,mx-sv-doc-000333,86,vecino,1
mx-sv-per-001195,1315,mx-sv-doc-000334,22,lugar anterior 1,-1
mx-sv-per-001195,1316,mx-sv-doc-000334,22,,1
mx-sv-per-001192,1318,mx-sv-doc-000334,22,vecino,1
mx-sv-per-000579,1319,mx-sv-doc-000334,22,vecino,1
mx-sv-per-001191,1323,mx-sv-doc-000334,22,lugar anterior 1,-1
mx-sv-per-001191,1324,mx-sv-doc-000334,22,,1
mx-sv-per-001175,1326,mx-sv-doc-000335,22,vecino,1
mx-sv-per-001201,1327,mx-sv-doc-000335,22,vecino,1
mx-sv-per-001198,1320,mx-sv-doc-000336,86,,-1
mx-sv-per-001198,1321,mx-sv-doc-000336,86,,1
mx-sv-per-001199,1322,mx-sv-doc-000336,86,vecino,1
mx-sv-per-001200,1325,mx-sv-doc-000336,86,vecino,1
mx-sv-per-001202,1328,mx-sv-doc-000337,86,,-1
mx-sv-per-001202,1330,mx-sv-doc-000337,86,,1
mx-sv-per-001205,1333,mx-sv-doc-000337,86,vecino,1
mx-sv-per-001206,1334,mx-sv-doc-000337,86,vecino,1
mx-sv-per-001203,1329,mx-sv-doc-000338,22,lugar anterior 1,-1
mx-sv-per-001203,1331,mx-sv-doc-000338,22,,1
mx-sv-per-001204,1332,mx-sv-doc-000338,22,vecino,1
mx-sv-per-001207,1335,mx-sv-doc-000338,22,vecino,1
mx-sv-per-001208,1336,mx-sv-doc-000339,22,lugar anterior 1,-1
mx-sv-per-001209,1336,mx-sv-doc-000339,22,lugar anterior 1,-1
mx-sv-per-001208,1337,mx-sv-doc-000339,22,,1
mx-sv-per-001209,1337,mx-sv-doc-000339,22,,1
mx-sv-per-000460,1338,mx-sv-doc-000339,22,vecino,1
mx-sv-per-000534,1339,mx-sv-doc-000339,22,vecino,1
mx-sv-per-001210,1340,mx-sv-doc-000340,20,lugar anterior 1,-1
mx-sv-per-001210,1341,mx-sv-doc-000340,22,,1
mx-sv-per-001211,1342,mx-sv-doc-000340,130,,1
mx-sv-per-001212,1343,mx-sv-doc-000340,22,vecino,1
mx-sv-per-001213,1344,mx-sv-doc-000341,112,,-1
mx-sv-per-001213,1345,mx-sv-doc-000341,86,,1
mx-sv-per-001214,1348,mx-sv-doc-000341,112,vecino,1
mx-sv-per-001216,1350,mx-sv-doc-000341,86,vecino,1
mx-sv-per-001215,1346,mx-sv-doc-000342,22,lugar anterior 1,-1
mx-sv-per-001215,1347,mx-sv-doc-000342,22,,1
mx-sv-per-000543,1349,mx-sv-doc-000342,22,vecino,1
mx-sv-per-001217,1351,mx-sv-doc-000342,22,vecino,1
mx-sv-per-001218,1352,mx-sv-doc-000343,22,,1
mx-sv-per-001184,1353,mx-sv-doc-000343,22,vecino,1
mx-sv-per-001220,1354,mx-sv-doc-000343,22,vecino,1
mx-sv-per-001221,1355,mx-sv-doc-000344,86,,-1
mx-sv-per-001221,1356,mx-sv-doc-000344,86,,1
mx-sv-per-001033,1361,mx-sv-doc-000344,86,vecino,1
mx-sv-per-001225,1362,mx-sv-doc-000344,86,vecino,1
mx-sv-per-001227,1364,mx-sv-doc-000344,86,vecino,1
mx-sv-per-001222,1357,mx-sv-doc-000345,22,,1
mx-sv-per-001223,1358,mx-sv-doc-000345,42,vecino,1
mx-sv-per-001178,1359,mx-sv-doc-000345,22,vecino,1
mx-sv-per-001224,1360,mx-sv-doc-000345,22,vecino,1
mx-sv-per-001226,1363,mx-sv-doc-000346,22,,1
mx-sv-per-001177,1365,mx-sv-doc-000346,22,vecino,1
mx-sv-per-001178,1366,mx-sv-doc-000346,22,vecino,1
mx-sv-per-000569,1367,mx-sv-doc-000346,22,vecino,1
mx-sv-per-001228,1368,mx-sv-doc-000347,86,,1
mx-sv-per-001230,1369,mx-sv-doc-000348,22,lugar anterior 1,-1
mx-sv-per-001230,1370,mx-sv-doc-000348,23,,1
mx-sv-per-001232,1371,mx-sv-doc-000348,22,vecino,1
mx-sv-per-001234,1372,mx-sv-doc-000348,22,,1
mx-sv-per-001235,1373,mx-sv-doc-000348,23,vecino,1
mx-sv-per-001236,1374,mx-sv-doc-000349,86,,-1
mx-sv-per-001237,1375,mx-sv-doc-000349,86,vecino,1
mx-sv-per-001238,1376,mx-sv-doc-000349,86,vecino,1
mx-sv-per-001240,1377,mx-sv-doc-000350,86,,-1
mx-sv-per-001240,1378,mx-sv-doc-000350,86,,1
mx-sv-per-001241,1379,mx-sv-doc-000350,86,vecino,-1
mx-sv-per-001242,1380,mx-sv-doc-000350,86,vecino,1
mx-sv-per-001243,1381,mx-sv-doc-000350,86,vecino,1
mx-sv-per-001244,1382,mx-sv-doc-000351,86,,-1
mx-sv-per-001244,1383,mx-sv-doc-000351,86,,1
mx-sv-per-001245,1384,mx-sv-doc-000351,86,vecino,1
mx-sv-per-001033,1385,mx-sv-doc-000351,86,vecino,1
mx-sv-per-001246,1386,mx-sv-doc-000352,41,,-1
mx-sv-per-001246,1387,mx-sv-doc-000352,86,,1
mx-sv-per-001247,1388,mx-sv-doc-000352,41,vecino,1
mx-sv-per-001248,1389,mx-sv-doc-000352,41,vecino,1
mx-sv-per-001249,1390,mx-sv-doc-000352,86,vecino,1
mx-sv-per-001250,1391,mx-sv-doc-000353,86,,-1
mx-sv-per-001250,1392,mx-sv-doc-000353,86,,1
mx-sv-per-001251,1393,mx-sv-doc-000353,86,vecino,1
mx-sv-per-001252,1394,mx-sv-doc-000353,86,vecino,1
mx-sv-per-001253,1395,mx-sv-doc-000353,86,vecino,1
mx-sv-per-001254,1396,mx-sv-doc-000354,86,,-1
mx-sv-per-001255,1396,mx-sv-doc-000354,86,,-1
mx-sv-per-001254,1397,mx-sv-doc-000354,41,,1
mx-sv-per-001255,1397,mx-sv-doc-000354,41,,1
mx-sv-per-001256,1398,mx-sv-doc-000354,86,vecino,1
mx-sv-per-001257,1399,mx-sv-doc-000354,41,vecino,1
mx-sv-per-001258,1400,mx-sv-doc-000355,86,,-1
mx-sv-per-001259,1401,mx-sv-doc-000355,86,vecino,1
mx-sv-per-001261,1402,mx-sv-doc-000356,86,,-1
mx-sv-per-001261,1403,mx-sv-doc-000356,86,,1
mx-sv-per-001262,1404,mx-sv-doc-000356,86,vecino,1
mx-sv-per-001263,1405,mx-sv-doc-000356,86,vecino,1
mx-sv-per-001264,1406,mx-sv-doc-000357,133,,-2
mx-sv-per-001264,1407,mx-sv-doc-000357,86,,-1
mx-sv-per-001264,1408,mx-sv-doc-000357,120,,1
mx-sv-per-001265,1409,mx-sv-doc-000357,133,vecino,1
mx-sv-per-001266,1409,mx-sv-doc-000357,133,vecino,1
mx-sv-per-001265,1410,mx-sv-doc-000357,86,Tránsito,1
mx-sv-per-001266,1410,mx-sv-doc-000357,86,Tránsito,1
mx-sv-per-001267,1411,mx-sv-doc-000357,120,vecino,1
mx-sv-per-001268,1412,mx-sv-doc-000358,3,,1
mx-sv-per-001269,1413,mx-sv-doc-000358,3,Vecindad,1
mx-sv-per-001270,1414,mx-sv-doc-000358,3,Vecindad,1
mx-sv-per-001272,1415,mx-sv-doc-000358,3,Vecindad,1
mx-sv-per-001273,1416,mx-sv-doc-000359,3,,1
mx-sv-per-001274,1417,mx-sv-doc-000359,3,Vecindad,1
mx-sv-per-001276,1418,mx-sv-doc-000360,3,,1
mx-sv-per-001277,1419,mx-sv-doc-000360,3,,1
mx-sv-per-000413,1420,mx-sv-doc-000360,3,Vecindad,1
mx-sv-per-001280,1421,mx-sv-doc-000361,3,,1
mx-sv-per-001281,1422,mx-sv-doc-000362,3,,1
mx-sv-per-001282,1423,mx-sv-doc-000362,3,,1
mx-sv-per-001285,1424,mx-sv-doc-000363,3,,1
mx-sv-per-001286,1425,mx-sv-doc-000363,3,Residencia,1
mx-sv-per-001289,1426,mx-sv-doc-000364,3,,1
mx-sv-per-001007,1427,mx-sv-doc-000364,3,,1
mx-sv-per-000080,1428,mx-sv-doc-000364,3,Vecindad,1
mx-sv-per-001290,1429,mx-sv-doc-000365,3,,1
mx-sv-per-001291,1430,mx-sv-doc-000365,3,Vecindad,1
mx-sv-per-001293,1431,mx-sv-doc-000365,3,Vecindad,1
mx-sv-per-001294,1432,mx-sv-doc-000366,3,,1
mx-sv-per-001295,1433,mx-sv-doc-000366,3,Vecindad,1
mx-sv-per-001301,1434,mx-sv-doc-000368,3,Vecindad,1
mx-sv-per-001302,1435,mx-sv-doc-000368,3,,1
mx-sv-per-001303,1436,mx-sv-doc-000368,3,Estancia,1
mx-sv-per-000636,1437,mx-sv-doc-000368,3,,1
mx-sv-per-001304,1438,mx-sv-doc-000369,3,,1
mx-sv-per-001305,1438,mx-sv-doc-000369,3,,1
mx-sv-per-000971,1439,mx-sv-doc-000369,3,Vecindad,1
mx-sv-per-000887,1440,mx-sv-doc-000369,3,Vecindad,1
mx-sv-per-000823,1441,mx-sv-doc-000369,3,Vecindad,1
mx-sv-per-001307,1442,mx-sv-doc-000370,3,,1
mx-sv-per-001308,1442,mx-sv-doc-000370,3,,1
mx-sv-per-001309,1442,mx-sv-doc-000370,3,,1
mx-sv-per-001310,1442,mx-sv-doc-000370,3,,1
mx-sv-per-000812,1443,mx-sv-doc-000370,3,Vecindad,1
mx-sv-per-000644,1444,mx-sv-doc-000370,3,Vecindad,1
mx-sv-per-001312,1445,mx-sv-doc-000370,24,Vecindad,1
mx-sv-per-001313,1446,mx-sv-doc-000371,134,,-1
mx-sv-per-001313,1447,mx-sv-doc-000371,3,,1
mx-sv-per-000887,1448,mx-sv-doc-000371,3,Vecindad,1
mx-sv-per-000812,1449,mx-sv-doc-000371,3,,1
mx-sv-per-001314,1450,mx-sv-doc-000371,134,,1
mx-sv-per-001315,1451,mx-sv-doc-000372,3,,1
mx-sv-per-000887,1452,mx-sv-doc-000372,3,Vecindad,1
mx-sv-per-001316,1453,mx-sv-doc-000372,3,Residencia,1
mx-sv-per-001318,1454,mx-sv-doc-000372,3,Residencia,1
mx-sv-per-001320,1455,mx-sv-doc-000373,3,,1
mx-sv-per-000812,1456,mx-sv-doc-000373,3,,1
mx-sv-per-000636,1457,mx-sv-doc-000373,3,Vecindad,1
mx-sv-per-001321,1458,mx-sv-doc-000373,3,Residencia,1
mx-sv-per-000217,1459,mx-sv-doc-000373,3,,1
mx-sv-per-001322,1460,mx-sv-doc-000374,86,,-1
mx-sv-per-001322,1461,mx-sv-doc-000374,135,,1
mx-sv-per-001323,1462,mx-sv-doc-000374,86,vecino,1
mx-sv-per-001324,1463,mx-sv-doc-000374,135,vecino,1
mx-sv-per-001325,1464,mx-sv-doc-000375,86,,-1
mx-sv-per-001325,1465,mx-sv-doc-000375,86,,1
