persona_idno,documento_idno,rol_evento
mx-sv-per-000666,mx-sv-doc-000177,Receptor Del Poder
mx-sv-per-000667,mx-sv-doc-000177,Receptor Del Poder
mx-sv-per-000668,mx-sv-doc-000177,dueño del esclavizado
mx-sv-per-000669,mx-sv-doc-000177,dueño anterior
mx-sv-per-000671,mx-sv-doc-000178,otorgante
mx-sv-per-000672,mx-sv-doc-000178,Recipiente De La Donación
mx-sv-per-000673,mx-sv-doc-000178,dueño anterior
mx-sv-per-000671,mx-sv-doc-000179,dueño anterior
mx-sv-per-000675,mx-sv-doc-000179,dueño anterior
mx-sv-per-000676,mx-sv-doc-000179,dueño anterior
mx-sv-per-000680,mx-sv-doc-000180,otorgante
mx-sv-per-000681,mx-sv-doc-000180,comprador
mx-sv-per-000653,mx-sv-doc-000180,dueño anterior
mx-sv-per-000683,mx-sv-doc-000181,otorgante
mx-sv-per-000684,mx-sv-doc-000181,comprador
mx-sv-per-000685,mx-sv-doc-000181,dueño anterior
mx-sv-per-000687,mx-sv-doc-000182,dueño del esclavizado
mx-sv-per-000688,mx-sv-doc-000182,dueño anterior
mx-sv-per-000690,mx-sv-doc-000183,otorgante
mx-sv-per-000691,mx-sv-doc-000183,comprador
mx-sv-per-000692,mx-sv-doc-000183,dueño anterior
mx-sv-per-000693,mx-sv-doc-000183,dueño anterior
mx-sv-per-000695,mx-sv-doc-000184,dueño anterior
mx-sv-per-000696,mx-sv-doc-000184,intermediario
mx-sv-per-000697,mx-sv-doc-000184,dueño anterior
mx-sv-per-008820,mx-sv-doc-003279,Vendedor
mx-sv-per-008821,mx-sv-doc-003279,comprador
mx-sv-per-008306,mx-sv-doc-002982,Vendedor
mx-sv-per-008307,mx-sv-doc-002982,Vendedor
mx-sv-per-008308,mx-sv-doc-002982,intermediario
mx-sv-per-003454,mx-sv-doc-002982,comprador
mx-sv-per-000699,mx-sv-doc-000185,otorgante
mx-sv-per-000700,mx-sv-doc-000185,dueño anterior
mx-sv-per-000699,mx-sv-doc-000186,otorgante
mx-sv-per-000702,mx-sv-doc-000186,comprador
mx-sv-per-000704,mx-sv-doc-000187,otorgante
mx-sv-per-000705,mx-sv-doc-000187,comprador
mx-sv-per-000706,mx-sv-doc-000187,dueño anterior
mx-sv-per-000707,mx-sv-doc-000187,intermediario
mx-sv-per-000709,mx-sv-doc-000188,dueño anterior
mx-sv-per-000710,mx-sv-doc-000188,comprador
mx-sv-per-000711,mx-sv-doc-000188,intermediario
mx-sv-per-000712,mx-sv-doc-000188,intermediario
mx-sv-per-000714,mx-sv-doc-000189,otorgante
mx-sv-per-000715,mx-sv-doc-000189,dueño anterior
mx-sv-per-000717,mx-sv-doc-000190,Vendedor
mx-sv-per-000718,mx-sv-doc-000190,comprador
mx-sv-per-000719,mx-sv-doc-000190,dueño anterior
mx-sv-per-000723,mx-sv-doc-000192,Vendedor
mx-sv-per-000726,mx-sv-doc-000192,comprador
mx-sv-per-000724,mx-sv-doc-000193,Vendedor
mx-sv-per-000725,mx-sv-doc-000193,comprador
mx-sv-per-000728,mx-sv-doc-000194,comprador
mx-sv-per-000729,mx-sv-doc-000194,Vendedor
mx-sv-per-000731,mx-sv-doc-000195,otorgante
mx-sv-per-000732,mx-sv-doc-000195,comprador
mx-sv-per-000735,mx-sv-doc-000196,otorgante
mx-sv-per-000735,mx-sv-doc-000196,dueño del esclavizado
mx-sv-per-000736,mx-sv-doc-000196,comprador
mx-sv-per-000738,mx-sv-doc-000197,otorgante
mx-sv-per-000739,mx-sv-doc-000197,comprador
mx-sv-per-000740,mx-sv-doc-000197,dueño anterior
mx-sv-per-000742,mx-sv-doc-000198,otorgante
mx-sv-per-000743,mx-sv-doc-000198,dueño anterior
mx-sv-per-008823,mx-sv-doc-003280,Vendedor
mx-sv-per-008824,mx-sv-doc-003280,comprador
mx-sv-per-007067,mx-sv-doc-002983,Vendedor
mx-sv-per-008309,mx-sv-doc-002983,comprador
mx-sv-per-000746,mx-sv-doc-000199,otorgante
mx-sv-per-000746,mx-sv-doc-000199,dueño del esclavizado
mx-sv-per-000747,mx-sv-doc-000199,dueño anterior
mx-sv-per-000751,mx-sv-doc-000200,dueño del esclavizado
mx-sv-per-000752,mx-sv-doc-000200,Receptor Del Poder
mx-sv-per-000753,mx-sv-doc-000200,Receptor Del Poder
mx-sv-per-000754,mx-sv-doc-000200,Receptor Del Poder
mx-sv-per-000751,mx-sv-doc-000200,Testamentario
mx-sv-per-000756,mx-sv-doc-000201,intermediario
mx-sv-per-000757,mx-sv-doc-000201,comprador
mx-sv-per-000759,mx-sv-doc-000202,otorgante
mx-sv-per-000760,mx-sv-doc-000202,comprador
mx-sv-per-000760,mx-sv-doc-000203,otorgante
mx-sv-per-000762,mx-sv-doc-000203,comprador
mx-sv-per-000759,mx-sv-doc-000203,Pagador
mx-sv-per-000764,mx-sv-doc-000204,otorgante
mx-sv-per-000765,mx-sv-doc-000204,comprador
mx-sv-per-000767,mx-sv-doc-000205,otorgante
mx-sv-per-000768,mx-sv-doc-000205,comprador
mx-sv-per-000770,mx-sv-doc-000206,otorgante
mx-sv-per-000771,mx-sv-doc-000206,comprador
mx-sv-per-000772,mx-sv-doc-000206,dueño anterior
mx-sv-per-000773,mx-sv-doc-000206,dueño anterior
mx-sv-per-000776,mx-sv-doc-000207,otorgante
mx-sv-per-000777,mx-sv-doc-000207,Albacea Testamentario
mx-sv-per-000778,mx-sv-doc-000207,Albacea Testamentario
mx-sv-per-000779,mx-sv-doc-000207,dueño anterior
mx-sv-per-003005,mx-sv-doc-001493,Vendedor
mx-sv-per-004051,mx-sv-doc-001493,comprador
mx-sv-per-008826,mx-sv-doc-003281,Vendedor
mx-sv-per-008827,mx-sv-doc-003281,Vendedor
mx-sv-per-008828,mx-sv-doc-003281,comprador
mx-sv-per-007404,mx-sv-doc-002984,Vendedor
mx-sv-per-008311,mx-sv-doc-002984,intermediario
mx-sv-per-007043,mx-sv-doc-002984,comprador
mx-sv-per-008493,mx-sv-doc-003130,Vendedor
mx-sv-per-008593,mx-sv-doc-003130,comprador
mx-sv-per-000780,mx-sv-doc-000208,dueño del esclavizado
mx-sv-per-000783,mx-sv-doc-000209,otorgante
mx-sv-per-000784,mx-sv-doc-000209,comprador
mx-sv-per-000785,mx-sv-doc-000209,dueño anterior
mx-sv-per-000787,mx-sv-doc-000210,otorgante
mx-sv-per-000788,mx-sv-doc-000210,comprador
mx-sv-per-000789,mx-sv-doc-000210,dueño anterior
mx-sv-per-000791,mx-sv-doc-000211,otorgante
mx-sv-per-000792,mx-sv-doc-000211,comprador
mx-sv-per-000793,mx-sv-doc-000211,dueño anterior
mx-sv-per-000795,mx-sv-doc-000212,otorgante
mx-sv-per-000792,mx-sv-doc-000212,comprador
mx-sv-per-000796,mx-sv-doc-000212,dueño anterior
mx-sv-per-000611,mx-sv-doc-000213,comprador
mx-sv-per-000809,mx-sv-doc-000213,otorgante
mx-sv-per-000810,mx-sv-doc-000213,Fiador
mx-sv-per-000038,mx-sv-doc-000214,otorgante
mx-sv-per-000038,mx-sv-doc-000214,Receptor Del Poder
mx-sv-per-000798,mx-sv-doc-000214,comprador
mx-sv-per-000799,mx-sv-doc-000214,dueño anterior
mx-sv-per-000800,mx-sv-doc-000214,Otorgante Del Poder
mx-sv-per-000798,mx-sv-doc-000215,otorgante
mx-sv-per-000802,mx-sv-doc-000215,comprador
mx-sv-per-000803,mx-sv-doc-000215,comprador
mx-sv-per-000804,mx-sv-doc-000215,dueño anterior
mx-sv-per-000109,mx-sv-doc-000216,otorgante
mx-sv-per-000636,mx-sv-doc-000216,comprador
mx-sv-per-000671,mx-sv-doc-000216,dueño anterior
mx-sv-per-000806,mx-sv-doc-000216,dueño anterior
mx-sv-per-000812,mx-sv-doc-000217,otorgante
mx-sv-per-000812,mx-sv-doc-000217,Receptor Del Poder
mx-sv-per-000792,mx-sv-doc-000217,comprador
mx-sv-per-000813,mx-sv-doc-000217,dueño del esclavizado
mx-sv-per-000814,mx-sv-doc-000217,dueño anterior
mx-sv-per-000109,mx-sv-doc-000218,otorgante
mx-sv-per-000074,mx-sv-doc-000218,comprador
mx-sv-per-000671,mx-sv-doc-000218,dueño anterior
mx-sv-per-000806,mx-sv-doc-000218,dueño anterior
mx-sv-per-000819,mx-sv-doc-000219,otorgante
mx-sv-per-000819,mx-sv-doc-000219,Receptor Del Poder
mx-sv-per-000820,mx-sv-doc-000219,comprador
mx-sv-per-000821,mx-sv-doc-000219,dueño del esclavizado
mx-sv-per-000039,mx-sv-doc-000219,dueño anterior
mx-sv-per-000823,mx-sv-doc-000220,otorgante
mx-sv-per-000823,mx-sv-doc-000220,Receptor Del Poder
mx-sv-per-000821,mx-sv-doc-000220,comprador
mx-sv-per-000033,mx-sv-doc-000220,dueño del esclavizado
mx-sv-per-000824,mx-sv-doc-000220,dueño anterior
mx-sv-per-008823,mx-sv-doc-003282,Vendedor
mx-sv-per-008692,mx-sv-doc-003282,comprador
mx-sv-per-002930,mx-sv-doc-002985,Vendedor
mx-sv-per-008313,mx-sv-doc-002985,comprador
mx-sv-per-008595,mx-sv-doc-003131,Vendedor
mx-sv-per-008596,mx-sv-doc-003131,comprador
mx-sv-per-000087,mx-sv-doc-000221,otorgante
mx-sv-per-000087,mx-sv-doc-000221,Receptor Del Poder
mx-sv-per-000823,mx-sv-doc-000221,comprador
mx-sv-per-000826,mx-sv-doc-000221,dueño del esclavizado
mx-sv-per-000827,mx-sv-doc-000221,dueño anterior
mx-sv-per-001007,mx-sv-doc-000364,otorgante
mx-sv-per-000080,mx-sv-doc-000364,comprador
mx-sv-per-000829,mx-sv-doc-000222,otorgante
mx-sv-per-000820,mx-sv-doc-000222,comprador
mx-sv-per-000830,mx-sv-doc-000222,dueño anterior
mx-sv-per-000823,mx-sv-doc-000223,otorgante
mx-sv-per-000074,mx-sv-doc-000223,comprador
mx-sv-per-000087,mx-sv-doc-000223,Receptor Del Poder
mx-sv-per-000826,mx-sv-doc-000223,dueño anterior
mx-sv-per-000546,mx-sv-doc-000224,otorgante
mx-sv-per-000833,mx-sv-doc-000224,comprador
mx-sv-per-000655,mx-sv-doc-000225,otorgante
mx-sv-per-000852,mx-sv-doc-000225,comprador
mx-sv-per-000853,mx-sv-doc-000225,dueño anterior
mx-sv-per-000856,mx-sv-doc-000225,dueño anterior
mx-sv-per-000601,mx-sv-doc-000226,otorgante
mx-sv-per-000837,mx-sv-doc-000226,comprador
mx-sv-per-000543,mx-sv-doc-000227,otorgante
mx-sv-per-000602,mx-sv-doc-000227,comprador
mx-sv-per-000840,mx-sv-doc-000228,otorgante
mx-sv-per-000841,mx-sv-doc-000228,comprador
mx-sv-per-000842,mx-sv-doc-000228,Fiador
mx-sv-per-000844,mx-sv-doc-000229,otorgante
mx-sv-per-000845,mx-sv-doc-000229,comprador
mx-sv-per-000847,mx-sv-doc-000230,otorgante
mx-sv-per-000848,mx-sv-doc-000230,comprador
mx-sv-per-008824,mx-sv-doc-003283,Vendedor
mx-sv-per-008831,mx-sv-doc-003283,comprador
mx-sv-per-008176,mx-sv-doc-002986,Vendedor
mx-sv-per-008315,mx-sv-doc-002986,comprador
mx-sv-per-008598,mx-sv-doc-003132,Vendedor
mx-sv-per-008599,mx-sv-doc-003132,comprador
mx-sv-per-000543,mx-sv-doc-000231,otorgante
mx-sv-per-000850,mx-sv-doc-000231,comprador
mx-sv-per-000760,mx-sv-doc-000232,otorgante
mx-sv-per-000602,mx-sv-doc-000232,comprador
mx-sv-per-000602,mx-sv-doc-000233,otorgante
mx-sv-per-000854,mx-sv-doc-000233,comprador
mx-sv-per-000857,mx-sv-doc-000234,otorgante
mx-sv-per-000602,mx-sv-doc-000234,comprador
mx-sv-per-000859,mx-sv-doc-000235,otorgante
mx-sv-per-000859,mx-sv-doc-000235,Receptor Del Poder
mx-sv-per-000859,mx-sv-doc-000235,dueño anterior
mx-sv-per-000860,mx-sv-doc-000235,comprador
mx-sv-per-000861,mx-sv-doc-000235,dueño del esclavizado
mx-sv-per-000863,mx-sv-doc-000236,otorgante
mx-sv-per-000864,mx-sv-doc-000236,comprador
mx-sv-per-000865,mx-sv-doc-000236,dueño anterior
mx-sv-per-000867,mx-sv-doc-000237,otorgante
mx-sv-per-000658,mx-sv-doc-000237,comprador
mx-sv-per-000697,mx-sv-doc-000237,dueño anterior
mx-sv-per-000012,mx-sv-doc-000238,otorgante
mx-sv-per-000013,mx-sv-doc-000238,comprador
mx-sv-per-000014,mx-sv-doc-000238,dueño anterior
mx-sv-per-000870,mx-sv-doc-000239,otorgante
mx-sv-per-000870,mx-sv-doc-000239,Receptor Del Poder
mx-sv-per-000871,mx-sv-doc-000239,comprador
mx-sv-per-000872,mx-sv-doc-000239,dueño anterior
mx-sv-per-000873,mx-sv-doc-000239,dueño anterior
mx-sv-per-000710,mx-sv-doc-000240,otorgante
mx-sv-per-000710,mx-sv-doc-000240,Testamentario
mx-sv-per-000876,mx-sv-doc-000240,comprador
mx-sv-per-000877,mx-sv-doc-000240,dueño del esclavizado
mx-sv-per-000877,mx-sv-doc-000240,Testador
mx-sv-per-000087,mx-sv-doc-000241,otorgante
mx-sv-per-000644,mx-sv-doc-000241,comprador
mx-sv-per-005067,mx-sv-doc-002225,Vendedor
mx-sv-per-005068,mx-sv-doc-002225,Otorgante Del Poder
mx-sv-per-005072,mx-sv-doc-002225,Testigo
mx-sv-per-005070,mx-sv-doc-002225,Testigo
mx-sv-per-005071,mx-sv-doc-002225,Testigo
mx-sv-per-005069,mx-sv-doc-002225,comprador
mx-sv-per-005068,mx-sv-doc-002225,Propietario
mx-sv-per-008317,mx-sv-doc-002987,Vendedor
mx-sv-per-007419,mx-sv-doc-002987,comprador
mx-sv-per-008601,mx-sv-doc-003133,Vendedor
mx-sv-per-008602,mx-sv-doc-003133,Vendedor
mx-sv-per-008603,mx-sv-doc-003133,comprador
mx-sv-per-000881,mx-sv-doc-000242,otorgante
mx-sv-per-000881,mx-sv-doc-000242,Receptor Del Poder
mx-sv-per-000882,mx-sv-doc-000242,comprador
mx-sv-per-000883,mx-sv-doc-000242,Receptor Del Poder
mx-sv-per-000884,mx-sv-doc-000242,Otorgante Del Poder
mx-sv-per-000886,mx-sv-doc-000243,otorgante
mx-sv-per-000887,mx-sv-doc-000243,comprador
mx-sv-per-000888,mx-sv-doc-000243,dueño anterior
mx-sv-per-000889,mx-sv-doc-000243,dueño anterior
mx-sv-per-000892,mx-sv-doc-000244,otorgante
mx-sv-per-000893,mx-sv-doc-000244,comprador
mx-sv-per-000894,mx-sv-doc-000244,dueño anterior
mx-sv-per-000505,mx-sv-doc-000245,otorgante
mx-sv-per-000896,mx-sv-doc-000245,comprador
mx-sv-per-000897,mx-sv-doc-000245,otorgante
mx-sv-per-000897,mx-sv-doc-000245,dueño del esclavizado
mx-sv-per-000751,mx-sv-doc-000245,dueño anterior
mx-sv-per-000898,mx-sv-doc-000245,dueño anterior
mx-sv-per-000887,mx-sv-doc-000246,dueño del esclavizado
mx-sv-per-000887,mx-sv-doc-000246,Otorgante Del Poder
mx-sv-per-000900,mx-sv-doc-000246,Receptor Del Poder
mx-sv-per-000901,mx-sv-doc-000246,dueño anterior
mx-sv-per-000903,mx-sv-doc-000247,otorgante
mx-sv-per-000904,mx-sv-doc-000247,dueño anterior
mx-sv-per-000887,mx-sv-doc-000248,otorgante
mx-sv-per-000912,mx-sv-doc-000248,Receptor Del Poder
mx-sv-per-000913,mx-sv-doc-000248,Receptor Del Poder
mx-sv-per-000887,mx-sv-doc-000249,otorgante
mx-sv-per-000900,mx-sv-doc-000249,dueño anterior
mx-sv-per-000088,mx-sv-doc-000249,dueño anterior
mx-sv-per-000887,mx-sv-doc-000249,Albacea Testamentario
mx-sv-per-000636,mx-sv-doc-000398,otorgante
mx-sv-per-001382,mx-sv-doc-000398,Recipiente De La Donación
mx-sv-per-001383,mx-sv-doc-000398,dueño anterior
mx-sv-per-000627,mx-sv-doc-000250,otorgante
mx-sv-per-000916,mx-sv-doc-000250,dueño anterior
mx-sv-per-000917,mx-sv-doc-000250,dueño anterior
mx-sv-per-000918,mx-sv-doc-000250,dueño anterior
mx-sv-per-000930,mx-sv-doc-000251,otorgante
mx-sv-per-000931,mx-sv-doc-000251,otorgante
mx-sv-per-000931,mx-sv-doc-000251,dueño del esclavizado
mx-sv-per-000933,mx-sv-doc-000251,Fiador
mx-sv-per-007464,mx-sv-doc-002988,Vendedor
mx-sv-per-006148,mx-sv-doc-002988,comprador
mx-sv-per-008605,mx-sv-doc-003134,Vendedor
mx-sv-per-008606,mx-sv-doc-003134,comprador
mx-sv-per-000935,mx-sv-doc-000252,dueño del esclavizado
mx-sv-per-000935,mx-sv-doc-000252,Testador
mx-sv-per-000936,mx-sv-doc-000252,dueño anterior
mx-sv-per-000940,mx-sv-doc-000253,dueño del esclavizado
mx-sv-per-000940,mx-sv-doc-000253,otorgante
mx-sv-per-000940,mx-sv-doc-000253,Testador
mx-sv-per-000941,mx-sv-doc-000253,dueño anterior
mx-sv-per-000944,mx-sv-doc-000254,Vendedor
mx-sv-per-000945,mx-sv-doc-000254,comprador
mx-sv-per-000947,mx-sv-doc-000255,Vendedor
mx-sv-per-000948,mx-sv-doc-000255,comprador
mx-sv-per-000953,mx-sv-doc-000256,dueño del esclavizado
mx-sv-per-000953,mx-sv-doc-000256,Testador
mx-sv-per-000115,mx-sv-doc-000257,otorgante
mx-sv-per-000115,mx-sv-doc-000257,Testador
mx-sv-per-000960,mx-sv-doc-000257,Heredero
mx-sv-per-000791,mx-sv-doc-000258,otorgante
mx-sv-per-000791,mx-sv-doc-000258,Testador
mx-sv-per-000964,mx-sv-doc-000258,Heredero
mx-sv-per-000965,mx-sv-doc-000258,dueño anterior
mx-sv-per-000966,mx-sv-doc-000258,Heredero
mx-sv-per-000968,mx-sv-doc-000258,Heredero
mx-sv-per-000969,mx-sv-doc-000258,Heredero
mx-sv-per-000967,mx-sv-doc-000258,Heredero
mx-sv-per-000971,mx-sv-doc-000259,comprador
mx-sv-per-000972,mx-sv-doc-000259,comprador
mx-sv-per-000973,mx-sv-doc-000259,dueño anterior
mx-sv-per-000976,mx-sv-doc-000260,otorgante
mx-sv-per-000976,mx-sv-doc-000260,Heredero
mx-sv-per-000977,mx-sv-doc-000260,comprador
mx-sv-per-000978,mx-sv-doc-000260,dueño anterior
mx-sv-per-000979,mx-sv-doc-000260,dueño anterior
mx-sv-per-000981,mx-sv-doc-000261,otorgante
mx-sv-per-000982,mx-sv-doc-000261,comprador
mx-sv-per-000983,mx-sv-doc-000261,dueño anterior
mx-sv-per-000823,mx-sv-doc-000262,otorgante
mx-sv-per-000986,mx-sv-doc-000262,comprador
mx-sv-per-000664,mx-sv-doc-000262,dueño anterior
mx-sv-per-000988,mx-sv-doc-000263,otorgante
mx-sv-per-000989,mx-sv-doc-000263,dueño anterior
mx-sv-per-008282,mx-sv-doc-002989,Vendedor
mx-sv-per-008318,mx-sv-doc-002989,comprador
mx-sv-per-000991,mx-sv-doc-000264,otorgante
mx-sv-per-000992,mx-sv-doc-000264,comprador
mx-sv-per-000993,mx-sv-doc-000264,dueño anterior
mx-sv-per-000997,mx-sv-doc-000265,otorgante
mx-sv-per-000997,mx-sv-doc-000265,dueño del esclavizado
mx-sv-per-000998,mx-sv-doc-000265,comprador
mx-sv-per-000645,mx-sv-doc-000266,otorgante
mx-sv-per-000645,mx-sv-doc-000266,Heredero
mx-sv-per-001000,mx-sv-doc-000266,dueño anterior
mx-sv-per-001000,mx-sv-doc-000266,Testador
mx-sv-per-001001,mx-sv-doc-000266,dueño anterior
mx-sv-per-001001,mx-sv-doc-000266,Testador
mx-sv-per-000653,mx-sv-doc-000267,otorgante
mx-sv-per-001003,mx-sv-doc-000267,comprador
mx-sv-per-001004,mx-sv-doc-000267,dueño anterior
mx-sv-per-001007,mx-sv-doc-000268,otorgante
mx-sv-per-001007,mx-sv-doc-000268,dueño del esclavizado
mx-sv-per-000068,mx-sv-doc-000268,comprador
mx-sv-per-001009,mx-sv-doc-000269,otorgante
mx-sv-per-001009,mx-sv-doc-000270,otorgante
mx-sv-per-001014,mx-sv-doc-000271,otorgante
mx-sv-per-000892,mx-sv-doc-000271,comprador
mx-sv-per-001015,mx-sv-doc-000271,comprador
mx-sv-per-000413,mx-sv-doc-000272,otorgante
mx-sv-per-001018,mx-sv-doc-000272,comprador
mx-sv-per-001019,mx-sv-doc-000272,Otorgante Del Poder
mx-sv-per-001020,mx-sv-doc-000272,dueño anterior
mx-sv-per-000505,mx-sv-doc-000273,otorgante
mx-sv-per-001007,mx-sv-doc-000273,comprador
mx-sv-per-001022,mx-sv-doc-000273,dueño anterior
mx-sv-per-001025,mx-sv-doc-000274,Recipiente De La Donación
mx-sv-per-001026,mx-sv-doc-000274,dueño anterior
mx-sv-per-000217,mx-sv-doc-000274,dueño anterior
mx-sv-per-000217,mx-sv-doc-000274,Testador
mx-sv-per-001027,mx-sv-doc-000274,Dueño Posterior
mx-sv-per-003288,mx-sv-doc-002990,Vendedor
mx-sv-per-008253,mx-sv-doc-002990,comprador
mx-sv-per-008412,mx-sv-doc-003136,Vendedor
mx-sv-per-008556,mx-sv-doc-003136,comprador
mx-sv-per-001029,mx-sv-doc-000275,Vendedor
mx-sv-per-001030,mx-sv-doc-000275,comprador
mx-sv-per-001032,mx-sv-doc-000276,Vendedor
mx-sv-per-001032,mx-sv-doc-000276,Otorgante Del Poder
mx-sv-per-001033,mx-sv-doc-000276,intermediario
mx-sv-per-001034,mx-sv-doc-000276,comprador
mx-sv-per-001033,mx-sv-doc-000277,intermediario
mx-sv-per-001032,mx-sv-doc-000277,Otorgante Del Poder
mx-sv-per-001032,mx-sv-doc-000277,Vendedor
mx-sv-per-001036,mx-sv-doc-000277,comprador
mx-sv-per-001039,mx-sv-doc-000278,Vendedor
mx-sv-per-001040,mx-sv-doc-000278,comprador
mx-sv-per-001043,mx-sv-doc-000279,Vendedor
mx-sv-per-001044,mx-sv-doc-000279,comprador
mx-sv-per-001039,mx-sv-doc-000280,Vendedor
mx-sv-per-001047,mx-sv-doc-000280,comprador
mx-sv-per-001049,mx-sv-doc-000281,Vendedor
mx-sv-per-001049,mx-sv-doc-000281,Testador
mx-sv-per-001050,mx-sv-doc-000281,Albacea Testamentario
mx-sv-per-001051,mx-sv-doc-000281,comprador
mx-sv-per-001053,mx-sv-doc-000282,Vendedor
mx-sv-per-001054,mx-sv-doc-000282,comprador
mx-sv-per-001033,mx-sv-doc-000283,Vendedor
mx-sv-per-001053,mx-sv-doc-000283,comprador
mx-sv-per-001040,mx-sv-doc-000284,Vendedor
mx-sv-per-001057,mx-sv-doc-000284,comprador
mx-sv-per-008322,mx-sv-doc-002991,Vendedor
mx-sv-per-008323,mx-sv-doc-002991,intermediario
mx-sv-per-008324,mx-sv-doc-002991,comprador
mx-sv-per-000812,mx-sv-doc-000285,Albacea Testamentario
mx-sv-per-000812,mx-sv-doc-000285,otorgante
mx-sv-per-001060,mx-sv-doc-000285,Recipiente De La Donación
mx-sv-per-001061,mx-sv-doc-000285,otorgante
mx-sv-per-001061,mx-sv-doc-000285,Albacea Testamentario
mx-sv-per-000217,mx-sv-doc-000285,dueño anterior
mx-sv-per-000217,mx-sv-doc-000285,Testador
mx-sv-per-001027,mx-sv-doc-000285,Dueño Posterior
mx-sv-per-001124,mx-sv-doc-000286,comprador
mx-sv-per-001125,mx-sv-doc-000286,dueño anterior
mx-sv-per-000812,mx-sv-doc-000370,otorgante
mx-sv-per-000644,mx-sv-doc-000370,comprador
mx-sv-per-001311,mx-sv-doc-000370,Apoderado
mx-sv-per-001312,mx-sv-doc-000370,dueño anterior
mx-sv-per-001064,mx-sv-doc-000287,otorgante
mx-sv-per-001066,mx-sv-doc-000287,Albacea
mx-sv-per-001067,mx-sv-doc-000287,Albacea
mx-sv-per-001068,mx-sv-doc-000287,Heredero
mx-sv-per-000169,mx-sv-doc-000288,otorgante
mx-sv-per-001071,mx-sv-doc-000288,comprador
mx-sv-per-001073,mx-sv-doc-000289,otorgante
mx-sv-per-001074,mx-sv-doc-000289,comprador
mx-sv-per-001076,mx-sv-doc-000290,otorgante
mx-sv-per-001077,mx-sv-doc-000290,comprador
mx-sv-per-000602,mx-sv-doc-000291,otorgante
mx-sv-per-001079,mx-sv-doc-000291,comprador
mx-sv-per-003547,mx-sv-doc-001205,Vendedor
mx-sv-per-003548,mx-sv-doc-001205,intermediario
mx-sv-per-003549,mx-sv-doc-001205,comprador
mx-sv-per-005990,mx-sv-doc-002376,Testigo
mx-sv-per-005989,mx-sv-doc-002376,dueño anterior
mx-sv-per-005988,mx-sv-doc-002376,Vendedor
mx-sv-per-005987,mx-sv-doc-002376,comprador
mx-sv-per-005986,mx-sv-doc-002376,Otorgante Del Poder
mx-sv-per-005985,mx-sv-doc-002376,Apoderado
mx-sv-per-002930,mx-sv-doc-002992,Vendedor
mx-sv-per-006181,mx-sv-doc-002992,intermediario
mx-sv-per-008326,mx-sv-doc-002992,comprador
mx-sv-per-008574,mx-sv-doc-003139,Vendedor
mx-sv-per-008612,mx-sv-doc-003139,comprador
mx-sv-per-001071,mx-sv-doc-000292,otorgante
mx-sv-per-001083,mx-sv-doc-000292,comprador
mx-sv-per-001085,mx-sv-doc-000293,otorgante
mx-sv-per-001086,mx-sv-doc-000293,comprador
mx-sv-per-001088,mx-sv-doc-000294,intermediario
mx-sv-per-001089,mx-sv-doc-000294,Otorgante Del Poder
mx-sv-per-001089,mx-sv-doc-000294,Vendedor
mx-sv-per-001090,mx-sv-doc-000294,comprador
mx-sv-per-001094,mx-sv-doc-000295,Vendedor
mx-sv-per-001096,mx-sv-doc-000295,comprador
mx-sv-per-001093,mx-sv-doc-000296,otorgante
mx-sv-per-001095,mx-sv-doc-000296,comprador
mx-sv-per-001098,mx-sv-doc-000297,otorgante
mx-sv-per-001100,mx-sv-doc-000297,comprador
mx-sv-per-001096,mx-sv-doc-000298,Vendedor
mx-sv-per-001057,mx-sv-doc-000298,comprador
mx-sv-per-001102,mx-sv-doc-000299,otorgante
mx-sv-per-001103,mx-sv-doc-000299,intermediario
mx-sv-per-001105,mx-sv-doc-000300,Vendedor
mx-sv-per-001106,mx-sv-doc-000300,comprador
mx-sv-per-001108,mx-sv-doc-000301,otorgante
mx-sv-per-001109,mx-sv-doc-000301,comprador
mx-sv-per-007451,mx-sv-doc-002993,Vendedor
mx-sv-per-008309,mx-sv-doc-002993,comprador
mx-sv-per-008614,mx-sv-doc-003140,Vendedor
mx-sv-per-008615,mx-sv-doc-003140,comprador
mx-sv-per-001112,mx-sv-doc-000302,Vendedor
mx-sv-per-001114,mx-sv-doc-000302,comprador
mx-sv-per-001113,mx-sv-doc-000303,otorgante
mx-sv-per-001115,mx-sv-doc-000303,comprador
mx-sv-per-007739,mx-sv-doc-002797,otorgante
mx-sv-per-007739,mx-sv-doc-002797,Testamentario
mx-sv-per-004114,mx-sv-doc-002797,dueño del esclavizado
mx-sv-per-004114,mx-sv-doc-002797,Testador
mx-sv-per-001117,mx-sv-doc-000304,Vendedor
