tipo_documental
Carta de compra/venta
Carta de libertad
Testamento
"Trueque, cambio y traspaso"
Poder especial
Obligación por pesos
Inventario de bienes
Carta de dote
Sustitución de poder
Hipoteca/empeño
Carta de pago
Donación de esclavos
Licencia
Remate
Traspaso
Herencia
Subasta
Recibo y finiquito de cuentas
Poder
Codicilio
Recibo de dote
Repartición De Bienes
Poder Para Testar
Traslado De Poder
Venta En Almoneda
Obligación De Pago
Cancelación De Escritura
Venta Que No Pasó
Venta Y Cancelación
Venta Y Deuda
Venta Y Devolución
Sesión De Derechos
Cesión De Derechos
Fianza
Informe Sobre Esclavos
Venta Y Obligación
Obligación Especial
Carta De Arrendamiento
Permuta
Aprobación Y Ratificación De Venta
